Order,Item,Container,Position,Rotation
5725,2,7,"(0, 0, 0)",False
5725,3,7,"(0, 0, 0)",False
5726,1,3,"(0, 0, 0)",False
5726,2,6,"(0, 0, 0)",False
5726,3,2,"(0, 0, 0)",False
5726,4,5,"(0, 0, 0)",False
5726,5,3,"(0, 0, 0)",False
5727,1,1,"(0, 0, 0)",False
5727,2,3,"(0, 0, 0)",False
5728,1,6,"(0, 0, 0)",False
5728,2,0,"(0, 0, 0)",False
5728,3,6,"(0, 0, 0)",False
5729,1,5,"(0, 0, 0)",False
5729,2,5,"(0, 0, 0)",False
5729,3,1,"(0, 0, 0)",False
5730,1,3,"(0, 0, 0)",False
5730,2,6,"(0, 0, 0)",False
5730,3,5,"(0, 0, 0)",False
5731,1,5,"(0, 0, 0)",False
5731,2,5,"(0, 0, 0)",False
5732,1,1,"(0, 0, 0)",False
5732,2,6,"(0, 0, 0)",False
5732,3,0,"(0, 0, 0)",False
5733,1,7,"(0, 0, 0)",False
5733,2,5,"(0, 0, 0)",False
5733,3,1,"(0, 0, 0)",False
5733,4,3,"(0, 0, 0)",False
5733,5,1,"(0, 0, 0)",False
5734,1,6,"(0, 0, 0)",False
5734,2,3,"(0, 0, 0)",False
5734,3,4,"(0, 0, 0)",False
5735,1,5,"(0, 0, 0)",False
5735,2,1,"(0, 0, 0)",False
5735,3,0,"(0, 0, 0)",False
5736,1,7,"(0, 0, 0)",False
5736,2,0,"(0, 0, 0)",False
5736,3,7,"(0, 0, 0)",False
5737,1,3,"(0, 0, 0)",False
5737,2,6,"(0, 0, 0)",False
5737,3,4,"(0, 0, 0)",False
5737,4,4,"(0, 0, 0)",False
5737,5,5,"(0, 0, 0)",False
5738,1,5,"(0, 0, 0)",False
5738,2,6,"(0, 0, 0)",False
5738,3,0,"(0, 0, 0)",False
5739,1,0,"(0, 0, 0)",False
5739,2,4,"(0, 0, 0)",False
5739,3,3,"(0, 0, 0)",False
5740,1,0,"(0, 0, 0)",False
5740,2,6,"(0, 0, 0)",False
5740,3,3,"(0, 0, 0)",False
5740,4,7,"(0, 0, 0)",False
5740,5,5,"(0, 0, 0)",False
5741,1,2,"(0, 0, 0)",False
5741,2,0,"(0, 0, 0)",False
5741,3,5,"(0, 0, 0)",False
5742,1,6,"(0, 0, 0)",False
5742,2,0,"(0, 0, 0)",False
5742,3,2,"(0, 0, 0)",False
5743,1,0,"(0, 0, 0)",False
5743,2,0,"(0, 0, 0)",False
5743,3,0,"(0, 0, 0)",False
5743,4,4,"(0, 0, 0)",False
5744,1,3,"(0, 0, 0)",False
5744,2,2,"(0, 0, 0)",False
5744,3,6,"(0, 0, 0)",False
5744,4,1,"(0, 0, 0)",False
5744,5,2,"(0, 0, 0)",False
5745,1,7,"(0, 0, 0)",False
5745,2,1,"(0, 0, 0)",False
5745,3,3,"(0, 0, 0)",False
5745,4,6,"(0, 0, 0)",False
5745,5,5,"(0, 0, 0)",False
5746,1,4,"(0, 0, 0)",False
5746,2,1,"(0, 0, 0)",False
5746,3,0,"(0, 0, 0)",False
5746,4,0,"(0, 0, 0)",False
5746,5,4,"(0, 0, 0)",False
5747,1,5,"(0, 0, 0)",False
5747,2,5,"(0, 0, 0)",False
5747,3,6,"(0, 0, 0)",False
5748,1,4,"(0, 0, 0)",False
5748,2,1,"(0, 0, 0)",False
5748,3,0,"(0, 0, 0)",False
5748,4,6,"(0, 0, 0)",False
5749,1,5,"(0, 0, 0)",False
5749,2,3,"(0, 0, 0)",False
5750,1,3,"(0, 0, 0)",False
5750,2,4,"(0, 0, 0)",False
5750,3,2,"(0, 0, 0)",False
5751,1,4,"(0, 0, 0)",False
5751,2,3,"(0, 0, 0)",False
5751,3,2,"(0, 0, 0)",False
5751,4,5,"(0, 0, 0)",False
5751,5,4,"(0, 0, 0)",False
5752,1,0,"(0, 0, 0)",False
5752,2,6,"(0, 0, 0)",False
5752,3,7,"(0, 0, 0)",False
5753,1,5,"(0, 0, 0)",False
5753,2,2,"(0, 0, 0)",False
5753,3,4,"(0, 0, 0)",False
5754,1,6,"(0, 0, 0)",False
5754,2,1,"(0, 0, 0)",False
5754,3,5,"(0, 0, 0)",False
5755,1,0,"(0, 0, 0)",False
5755,2,7,"(0, 0, 0)",False
5755,3,4,"(0, 0, 0)",False
5755,4,4,"(0, 0, 0)",False
5756,1,3,"(0, 0, 0)",False
5756,2,0,"(0, 0, 0)",False
5757,1,6,"(0, 0, 0)",False
5757,2,3,"(0, 0, 0)",False
5757,3,1,"(0, 0, 0)",False
5758,1,2,"(0, 0, 0)",False
5758,2,2,"(0, 0, 0)",False
5759,1,1,"(0, 0, 0)",False
5759,2,6,"(0, 0, 0)",False
5759,3,1,"(0, 0, 0)",False
5759,4,5,"(0, 0, 0)",False
5759,5,1,"(0, 0, 0)",False
5760,1,0,"(0, 0, 0)",False
5760,2,1,"(0, 0, 0)",False
5760,3,5,"(0, 0, 0)",False
5761,1,6,"(0, 0, 0)",False
5761,2,3,"(0, 0, 0)",False
5761,3,7,"(0, 0, 0)",False
5761,4,4,"(0, 0, 0)",False
5761,5,2,"(0, 0, 0)",False
5762,1,2,"(0, 0, 0)",False
5762,2,5,"(0, 0, 0)",False
5762,3,3,"(0, 0, 0)",False
5762,4,4,"(0, 0, 0)",False
5762,5,6,"(0, 0, 0)",False
5763,1,7,"(0, 0, 0)",False
5763,2,3,"(0, 0, 0)",False
5763,3,5,"(0, 0, 0)",False
5764,1,1,"(0, 0, 0)",False
5764,2,7,"(0, 0, 0)",False
5765,1,3,"(0, 0, 0)",False
5765,2,4,"(0, 0, 0)",False
5766,1,7,"(0, 0, 0)",False
5766,2,0,"(0, 0, 0)",False
5767,1,3,"(0, 0, 0)",False
5767,2,6,"(0, 0, 0)",False
5768,1,6,"(0, 0, 0)",False
5768,2,3,"(0, 0, 0)",False
5768,3,4,"(0, 0, 0)",False
5769,1,2,"(0, 0, 0)",False
5769,2,1,"(0, 0, 0)",False
5769,3,4,"(0, 0, 0)",False
5770,1,2,"(0, 0, 0)",False
5770,2,5,"(0, 0, 0)",False
5771,1,3,"(0, 0, 0)",False
5771,2,2,"(0, 0, 0)",False
5772,1,1,"(0, 0, 0)",False
5772,2,3,"(0, 0, 0)",False
5772,3,4,"(0, 0, 0)",False
5772,4,6,"(0, 0, 0)",False
5772,5,5,"(0, 0, 0)",False
5773,1,1,"(0, 0, 0)",False
5773,2,3,"(0, 0, 0)",False
5773,3,2,"(0, 0, 0)",False
5773,4,1,"(0, 0, 0)",False
5773,5,3,"(0, 0, 0)",False
5774,1,2,"(0, 0, 0)",False
5774,2,0,"(0, 0, 0)",False
5775,1,6,"(0, 0, 0)",False
5775,2,4,"(0, 0, 0)",False
5775,3,2,"(0, 0, 0)",False
5776,1,3,"(0, 0, 0)",False
5776,2,7,"(0, 0, 0)",False
5776,3,0,"(0, 0, 0)",False
5777,1,0,"(0, 0, 0)",False
5777,2,2,"(0, 0, 0)",False
5777,3,6,"(0, 0, 0)",False
5778,1,7,"(0, 0, 0)",False
5778,2,5,"(0, 0, 0)",False
5778,3,7,"(0, 0, 0)",False
5779,1,5,"(0, 0, 0)",False
5779,2,3,"(0, 0, 0)",False
5780,1,1,"(0, 0, 0)",False
5780,2,4,"(0, 0, 0)",False
5781,1,1,"(0, 0, 0)",False
5781,2,1,"(0, 0, 0)",False
5782,1,3,"(0, 0, 0)",False
5782,2,2,"(0, 0, 0)",False
5783,1,1,"(0, 0, 0)",False
5783,2,4,"(0, 0, 0)",False
5783,3,3,"(0, 0, 0)",False
5783,4,3,"(0, 0, 0)",False
5784,1,1,"(0, 0, 0)",False
5784,2,3,"(0, 0, 0)",False
5784,3,3,"(0, 0, 0)",False
5784,4,6,"(0, 0, 0)",False
5785,1,2,"(0, 0, 0)",False
5785,2,0,"(0, 0, 0)",False
5785,3,1,"(0, 0, 0)",False
5786,1,7,"(0, 0, 0)",False
5786,2,3,"(0, 0, 0)",False
5786,3,0,"(0, 0, 0)",False
5786,4,0,"(0, 0, 0)",False
5787,1,0,"(0, 0, 0)",False
5787,2,7,"(0, 0, 0)",False
5788,1,1,"(0, 0, 0)",False
5788,2,2,"(0, 0, 0)",False
5788,3,1,"(0, 0, 0)",False
5789,1,2,"(0, 0, 0)",False
5789,2,2,"(0, 0, 0)",False
5790,1,7,"(0, 0, 0)",False
5790,2,6,"(0, 0, 0)",False
5791,1,6,"(0, 0, 0)",False
5791,2,1,"(0, 0, 0)",False
5791,3,4,"(0, 0, 0)",False
5791,4,3,"(0, 0, 0)",False
5792,1,1,"(0, 0, 0)",False
5792,2,7,"(0, 0, 0)",False
5792,3,2,"(0, 0, 0)",False
5793,1,5,"(0, 0, 0)",False
5793,2,1,"(0, 0, 0)",False
5794,1,1,"(0, 0, 0)",False
5794,2,0,"(0, 0, 0)",False
5794,3,1,"(0, 0, 0)",False
5794,4,3,"(0, 0, 0)",False
5794,5,1,"(0, 0, 0)",False
5795,1,3,"(0, 0, 0)",False
5795,2,5,"(0, 0, 0)",False
5796,1,5,"(0, 0, 0)",False
5796,2,1,"(0, 0, 0)",False
5796,3,6,"(0, 0, 0)",False
5797,1,7,"(0, 0, 0)",False
5797,2,5,"(0, 0, 0)",False
5798,1,6,"(0, 0, 0)",False
5798,2,2,"(0, 0, 0)",False
5799,1,2,"(0, 0, 0)",False
5799,2,2,"(0, 0, 0)",False
5800,1,3,"(0, 0, 0)",False
5800,2,0,"(0, 0, 0)",False
5801,1,7,"(0, 0, 0)",False
5801,2,7,"(0, 0, 0)",False
5802,1,2,"(0, 0, 0)",False
5802,2,6,"(0, 0, 0)",False
5803,1,1,"(0, 0, 0)",False
5803,2,3,"(0, 0, 0)",False
5804,1,1,"(0, 0, 0)",False
5804,2,7,"(0, 0, 0)",False
5804,3,2,"(0, 0, 0)",False
5805,1,2,"(0, 0, 0)",False
5805,2,6,"(0, 0, 0)",False
5805,3,7,"(0, 0, 0)",False
5806,1,3,"(0, 0, 0)",False
5806,2,3,"(0, 0, 0)",False
5806,3,0,"(0, 0, 0)",False
5806,4,5,"(0, 0, 0)",False
5807,1,1,"(0, 0, 0)",False
5807,2,7,"(0, 0, 0)",False
5807,3,2,"(0, 0, 0)",False
5808,1,1,"(0, 0, 0)",False
5808,2,6,"(0, 0, 0)",False
5809,1,1,"(0, 0, 0)",False
5809,2,0,"(0, 0, 0)",False
5810,1,0,"(0, 0, 0)",False
5810,2,4,"(0, 0, 0)",False
5810,3,2,"(0, 0, 0)",False
5810,4,3,"(0, 0, 0)",False
5811,1,6,"(0, 0, 0)",False
5811,2,4,"(0, 0, 0)",False
5811,3,4,"(0, 0, 0)",False
5811,4,7,"(0, 0, 0)",False
5811,5,1,"(0, 0, 0)",False
5812,1,4,"(0, 0, 0)",False
5812,2,7,"(0, 0, 0)",False
5813,1,6,"(0, 0, 0)",False
5813,2,3,"(0, 0, 0)",False
5813,3,6,"(0, 0, 0)",False
5814,1,7,"(0, 0, 0)",False
5814,2,2,"(0, 0, 0)",False
5815,1,6,"(0, 0, 0)",False
5815,2,7,"(0, 0, 0)",False
5816,1,6,"(0, 0, 0)",False
5816,2,6,"(0, 0, 0)",False
5816,3,3,"(0, 0, 0)",False
5817,1,0,"(0, 0, 0)",False
5817,2,3,"(0, 0, 0)",False
5817,3,2,"(0, 0, 0)",False
5817,4,7,"(0, 0, 0)",False
5817,5,0,"(0, 0, 0)",False
5818,1,3,"(0, 0, 0)",False
5818,2,3,"(0, 0, 0)",False
5819,1,1,"(0, 0, 0)",False
5819,2,3,"(0, 0, 0)",False
5820,1,0,"(0, 0, 0)",False
5820,2,6,"(0, 0, 0)",False
5821,1,3,"(0, 0, 0)",False
5821,2,3,"(0, 0, 0)",False
5822,1,1,"(0, 0, 0)",False
5822,2,2,"(0, 0, 0)",False
5823,1,4,"(0, 0, 0)",False
5823,2,0,"(0, 0, 0)",False
5824,1,3,"(0, 0, 0)",False
5824,2,1,"(0, 0, 0)",False
5825,1,5,"(0, 0, 0)",False
5825,2,2,"(0, 0, 0)",False
5826,1,0,"(0, 0, 0)",False
5826,2,2,"(0, 0, 0)",False
5826,3,5,"(0, 0, 0)",False
5826,4,5,"(0, 0, 0)",False
5826,5,1,"(0, 0, 0)",False
5827,1,1,"(0, 0, 0)",False
5827,2,2,"(0, 0, 0)",False
5827,3,1,"(0, 0, 0)",False
5828,1,7,"(0, 0, 0)",False
5828,2,6,"(0, 0, 0)",False
5828,3,6,"(0, 0, 0)",False
5829,1,5,"(0, 0, 0)",False
5829,2,5,"(0, 0, 0)",False
5830,1,7,"(0, 0, 0)",False
5830,2,0,"(0, 0, 0)",False
5830,3,2,"(0, 0, 0)",False
5831,1,1,"(0, 0, 0)",False
5831,2,3,"(0, 0, 0)",False
5831,3,7,"(0, 0, 0)",False
5832,1,5,"(0, 0, 0)",False
5832,2,3,"(0, 0, 0)",False
5833,1,6,"(0, 0, 0)",False
5833,2,6,"(0, 0, 0)",False
5833,3,7,"(0, 0, 0)",False
5834,1,5,"(0, 0, 0)",False
5834,2,4,"(0, 0, 0)",False
5835,1,1,"(0, 0, 0)",False
5835,2,3,"(0, 0, 0)",False
5835,3,1,"(0, 0, 0)",False
5835,4,6,"(0, 0, 0)",False
5835,5,6,"(0, 0, 0)",False
5836,1,6,"(0, 0, 0)",False
5836,2,7,"(0, 0, 0)",False
5837,1,5,"(0, 0, 0)",False
5837,2,3,"(0, 0, 0)",False
5838,1,0,"(0, 0, 0)",False
5838,2,3,"(0, 0, 0)",False
5839,1,7,"(0, 0, 0)",False
5839,2,7,"(0, 0, 0)",False
5840,1,0,"(0, 0, 0)",False
5840,2,7,"(0, 0, 0)",False
5840,3,2,"(0, 0, 0)",False
5841,1,7,"(0, 0, 0)",False
5841,2,4,"(0, 0, 0)",False
5842,1,2,"(0, 0, 0)",False
5842,2,4,"(0, 0, 0)",False
5843,1,5,"(0, 0, 0)",False
5843,2,6,"(0, 0, 0)",False
5843,3,7,"(0, 0, 0)",False
5844,1,3,"(0, 0, 0)",False
5844,2,7,"(0, 0, 0)",False
5844,3,6,"(0, 0, 0)",False
5844,4,7,"(0, 0, 0)",False
5845,1,0,"(0, 0, 0)",False
5845,2,5,"(0, 0, 0)",False
5846,1,3,"(0, 0, 0)",False
5846,2,4,"(0, 0, 0)",False
5846,3,6,"(0, 0, 0)",False
5846,4,3,"(0, 0, 0)",False
5847,1,5,"(0, 0, 0)",False
5847,2,1,"(0, 0, 0)",False
5848,1,6,"(0, 0, 0)",False
5848,2,0,"(0, 0, 0)",False
5848,3,7,"(0, 0, 0)",False
5849,1,0,"(0, 0, 0)",False
5849,2,6,"(0, 0, 0)",False
5849,3,3,"(0, 0, 0)",False
5849,4,2,"(0, 0, 0)",False
5849,5,0,"(0, 0, 0)",False
5849,6,2,"(0, 0, 0)",False
5850,1,3,"(0, 0, 0)",False
5850,2,7,"(0, 0, 0)",False
5850,3,0,"(0, 0, 0)",False
5851,1,0,"(0, 0, 0)",False
5851,2,6,"(0, 0, 0)",False
5852,1,6,"(0, 0, 0)",False
5852,2,7,"(0, 0, 0)",False
5852,3,6,"(0, 0, 0)",False
5853,1,6,"(0, 0, 0)",False
5853,2,6,"(0, 0, 0)",False
5854,1,7,"(0, 0, 0)",False
5854,2,5,"(0, 0, 0)",False
5854,3,6,"(0, 0, 0)",False
5854,4,6,"(0, 0, 0)",False
5854,5,5,"(0, 0, 0)",False
5855,1,1,"(0, 0, 0)",False
5855,2,1,"(0, 0, 0)",False
5855,3,4,"(0, 0, 0)",False
5856,1,6,"(0, 0, 0)",False
5856,2,7,"(0, 0, 0)",False
5856,3,3,"(0, 0, 0)",False
5857,1,4,"(0, 0, 0)",False
5857,2,7,"(0, 0, 0)",False
5858,1,1,"(0, 0, 0)",False
5858,2,3,"(0, 0, 0)",False
5858,3,2,"(0, 0, 0)",False
5859,1,3,"(0, 0, 0)",False
5859,2,0,"(0, 0, 0)",False
5859,3,2,"(0, 0, 0)",False
5860,1,4,"(0, 0, 0)",False
5860,2,3,"(0, 0, 0)",False
5861,1,1,"(0, 0, 0)",False
5861,2,0,"(0, 0, 0)",False
5862,1,2,"(0, 0, 0)",False
5862,2,4,"(0, 0, 0)",False
5862,3,5,"(0, 0, 0)",False
5863,1,0,"(0, 0, 0)",False
5863,2,1,"(0, 0, 0)",False
5863,3,7,"(0, 0, 0)",False
5864,1,0,"(0, 0, 0)",False
5864,2,2,"(0, 0, 0)",False
5864,3,7,"(0, 0, 0)",False
5865,1,1,"(0, 0, 0)",False
5865,2,2,"(0, 0, 0)",False
5865,3,4,"(0, 0, 0)",False
5865,4,5,"(0, 0, 0)",False
5866,1,4,"(0, 0, 0)",False
5866,2,0,"(0, 0, 0)",False
5867,1,6,"(0, 0, 0)",False
5867,2,7,"(0, 0, 0)",False
5867,3,0,"(0, 0, 0)",False
5868,1,3,"(0, 0, 0)",False
5868,2,0,"(0, 0, 0)",False
5868,3,6,"(0, 0, 0)",False
5869,1,0,"(0, 0, 0)",False
5869,2,1,"(0, 0, 0)",False
5869,3,5,"(0, 0, 0)",False
5869,4,6,"(0, 0, 0)",False
5869,5,0,"(0, 0, 0)",False
5869,6,6,"(0, 0, 0)",False
5870,1,5,"(0, 0, 0)",False
5870,2,5,"(0, 0, 0)",False
5870,3,6,"(0, 0, 0)",False
5871,1,1,"(0, 0, 0)",False
5871,2,0,"(0, 0, 0)",False
5872,1,0,"(0, 0, 0)",False
5872,2,2,"(0, 0, 0)",False
5872,3,2,"(0, 0, 0)",False
5873,1,3,"(0, 0, 0)",False
5873,2,0,"(0, 0, 0)",False
5873,3,3,"(0, 0, 0)",False
5874,1,3,"(0, 0, 0)",False
5874,2,3,"(0, 0, 0)",False
5874,3,1,"(0, 0, 0)",False
5874,4,1,"(0, 0, 0)",False
5874,5,0,"(0, 0, 0)",False
5875,1,0,"(0, 0, 0)",False
5875,2,1,"(0, 0, 0)",False
5875,3,6,"(0, 0, 0)",False
5876,1,5,"(0, 0, 0)",False
5876,2,2,"(0, 0, 0)",False
5876,3,3,"(0, 0, 0)",False
5877,1,2,"(0, 0, 0)",False
5877,2,0,"(0, 0, 0)",False
5877,3,1,"(0, 0, 0)",False
5877,4,3,"(0, 0, 0)",False
5877,5,0,"(0, 0, 0)",False
5877,6,1,"(0, 0, 0)",False
5878,1,5,"(0, 0, 0)",False
5878,2,4,"(0, 0, 0)",False
5878,3,5,"(0, 0, 0)",False
5878,4,0,"(0, 0, 0)",False
5879,1,7,"(0, 0, 0)",False
5879,2,2,"(0, 0, 0)",False
5879,3,6,"(0, 0, 0)",False
5880,1,2,"(0, 0, 0)",False
5880,2,2,"(0, 0, 0)",False
5880,3,1,"(0, 0, 0)",False
5880,4,3,"(0, 0, 0)",False
5881,1,5,"(0, 0, 0)",False
5881,2,5,"(0, 0, 0)",False
5881,3,0,"(0, 0, 0)",False
5882,1,7,"(0, 0, 0)",False
5882,2,2,"(0, 0, 0)",False
5882,3,5,"(0, 0, 0)",False
5882,4,5,"(0, 0, 0)",False
5882,5,0,"(0, 0, 0)",False
5882,6,3,"(0, 0, 0)",False
5883,1,5,"(0, 0, 0)",False
5883,2,0,"(0, 0, 0)",False
5883,3,6,"(0, 0, 0)",False
5883,4,5,"(0, 0, 0)",False
5883,5,7,"(0, 0, 0)",False
5883,6,5,"(0, 0, 0)",False
5884,1,7,"(0, 0, 0)",False
5884,2,6,"(0, 0, 0)",False
5884,3,3,"(0, 0, 0)",False
5884,4,4,"(0, 0, 0)",False
5885,1,4,"(0, 0, 0)",False
5885,2,1,"(0, 0, 0)",False
5885,3,3,"(0, 0, 0)",False
5885,4,6,"(0, 0, 0)",False
5885,5,5,"(0, 0, 0)",False
5886,1,7,"(0, 0, 0)",False
5886,2,4,"(0, 0, 0)",False
5887,1,5,"(0, 0, 0)",False
5887,2,0,"(0, 0, 0)",False
5887,3,1,"(0, 0, 0)",False
5887,4,2,"(0, 0, 0)",False
5888,1,1,"(0, 0, 0)",False
5888,2,7,"(0, 0, 0)",False
5889,1,6,"(0, 0, 0)",False
5889,2,2,"(0, 0, 0)",False
5889,3,0,"(0, 0, 0)",False
5890,1,3,"(0, 0, 0)",False
5890,2,6,"(0, 0, 0)",False
5890,3,4,"(0, 0, 0)",False
5890,4,0,"(0, 0, 0)",False
5891,1,6,"(0, 0, 0)",False
5891,2,6,"(0, 0, 0)",False
5891,3,3,"(0, 0, 0)",False
5891,4,5,"(0, 0, 0)",False
5891,5,3,"(0, 0, 0)",False
5891,6,7,"(0, 0, 0)",False
5892,1,5,"(0, 0, 0)",False
5892,2,3,"(0, 0, 0)",False
5892,3,3,"(0, 0, 0)",False
5893,1,1,"(0, 0, 0)",False
5893,2,5,"(0, 0, 0)",False
5894,1,1,"(0, 0, 0)",False
5894,2,7,"(0, 0, 0)",False
5894,3,5,"(0, 0, 0)",False
5895,1,2,"(0, 0, 0)",False
5895,2,7,"(0, 0, 0)",False
5895,3,2,"(0, 0, 0)",False
5895,4,5,"(0, 0, 0)",False
5896,1,3,"(0, 0, 0)",False
5896,2,5,"(0, 0, 0)",False
5896,3,3,"(0, 0, 0)",False
5896,4,4,"(0, 0, 0)",False
5897,1,5,"(0, 0, 0)",False
5897,2,2,"(0, 0, 0)",False
5897,3,4,"(0, 0, 0)",False
5898,1,2,"(0, 0, 0)",False
5898,2,5,"(0, 0, 0)",False
5898,3,7,"(0, 0, 0)",False
5898,4,0,"(0, 0, 0)",False
5898,5,5,"(0, 0, 0)",False
5898,6,3,"(0, 0, 0)",False
5899,1,6,"(0, 0, 0)",False
5899,2,5,"(0, 0, 0)",False
5899,3,2,"(0, 0, 0)",False
5899,4,2,"(0, 0, 0)",False
5899,5,0,"(0, 0, 0)",False
5899,6,6,"(0, 0, 0)",False
5900,1,0,"(0, 0, 0)",False
5900,2,4,"(0, 0, 0)",False
5901,1,0,"(0, 0, 0)",False
5901,2,6,"(0, 0, 0)",False
5901,3,3,"(0, 0, 0)",False
5901,4,2,"(0, 0, 0)",False
5901,5,6,"(0, 0, 0)",False
5901,6,4,"(0, 0, 0)",False
5902,1,1,"(0, 0, 0)",False
5902,2,4,"(0, 0, 0)",False
5903,1,6,"(0, 0, 0)",False
5903,2,5,"(0, 0, 0)",False
5903,3,1,"(0, 0, 0)",False
5903,4,5,"(0, 0, 0)",False
5904,1,0,"(0, 0, 0)",False
5904,2,7,"(0, 0, 0)",False
5904,3,1,"(0, 0, 0)",False
5905,1,4,"(0, 0, 0)",False
5905,2,5,"(0, 0, 0)",False
5906,1,5,"(0, 0, 0)",False
5906,2,1,"(0, 0, 0)",False
5907,1,4,"(0, 0, 0)",False
5907,2,7,"(0, 0, 0)",False
5907,3,4,"(0, 0, 0)",False
5908,1,6,"(0, 0, 0)",False
5908,2,3,"(0, 0, 0)",False
5908,3,6,"(0, 0, 0)",False
5909,1,7,"(0, 0, 0)",False
5909,2,3,"(0, 0, 0)",False
5909,3,1,"(0, 0, 0)",False
5910,1,5,"(0, 0, 0)",False
5910,2,2,"(0, 0, 0)",False
5910,3,4,"(0, 0, 0)",False
5910,4,5,"(0, 0, 0)",False
5911,1,7,"(0, 0, 0)",False
5911,2,7,"(0, 0, 0)",False
5911,3,4,"(0, 0, 0)",False
5912,1,0,"(0, 0, 0)",False
5912,2,7,"(0, 0, 0)",False
5912,3,7,"(0, 0, 0)",False
5913,1,2,"(0, 0, 0)",False
5913,2,7,"(0, 0, 0)",False
5913,3,5,"(0, 0, 0)",False
5913,4,4,"(0, 0, 0)",False
5913,5,2,"(0, 0, 0)",False
5914,1,2,"(0, 0, 0)",False
5914,2,6,"(0, 0, 0)",False
5914,3,4,"(0, 0, 0)",False
5915,1,3,"(0, 0, 0)",False
5915,2,3,"(0, 0, 0)",False
5915,3,3,"(0, 0, 0)",False
5916,1,1,"(0, 0, 0)",False
5916,2,2,"(0, 0, 0)",False
5916,3,5,"(0, 0, 0)",False
5916,4,6,"(0, 0, 0)",False
5917,1,6,"(0, 0, 0)",False
5917,2,0,"(0, 0, 0)",False
5917,3,2,"(0, 0, 0)",False
5917,4,6,"(0, 0, 0)",False
5918,1,1,"(0, 0, 0)",False
5918,2,5,"(0, 0, 0)",False
5918,3,2,"(0, 0, 0)",False
5918,4,4,"(0, 0, 0)",False
5919,1,5,"(0, 0, 0)",False
5919,2,0,"(0, 0, 0)",False
5919,3,1,"(0, 0, 0)",False
5919,4,6,"(0, 0, 0)",False
5920,1,6,"(0, 0, 0)",False
5920,2,5,"(0, 0, 0)",False
5921,1,2,"(0, 0, 0)",False
5921,2,4,"(0, 0, 0)",False
5921,3,5,"(0, 0, 0)",False
5922,1,0,"(0, 0, 0)",False
5922,2,5,"(0, 0, 0)",False
5922,3,0,"(0, 0, 0)",False
5922,4,4,"(0, 0, 0)",False
5923,1,1,"(0, 0, 0)",False
5923,2,5,"(0, 0, 0)",False
5923,3,2,"(0, 0, 0)",False
5924,1,6,"(0, 0, 0)",False
5924,2,4,"(0, 0, 0)",False
5924,3,5,"(0, 0, 0)",False
5925,1,4,"(0, 0, 0)",False
5925,2,0,"(0, 0, 0)",False
5926,1,7,"(0, 0, 0)",False
5926,2,6,"(0, 0, 0)",False
5927,1,2,"(0, 0, 0)",False
5927,2,1,"(0, 0, 0)",False
5928,1,4,"(0, 0, 0)",False
5928,2,2,"(0, 0, 0)",False
5928,3,1,"(0, 0, 0)",False
5929,1,7,"(0, 0, 0)",False
5929,2,7,"(0, 0, 0)",False
5929,3,7,"(0, 0, 0)",False
5930,1,2,"(0, 0, 0)",False
5930,2,5,"(0, 0, 0)",False
5930,3,4,"(0, 0, 0)",False
5931,1,4,"(0, 0, 0)",False
5931,2,0,"(0, 0, 0)",False
5931,3,5,"(0, 0, 0)",False
5931,4,7,"(0, 0, 0)",False
5931,5,4,"(0, 0, 0)",False
5932,1,0,"(0, 0, 0)",False
5932,2,6,"(0, 0, 0)",False
5932,3,6,"(0, 0, 0)",False
5933,1,6,"(0, 0, 0)",False
5933,2,2,"(0, 0, 0)",False
5934,1,0,"(0, 0, 0)",False
5934,2,4,"(0, 0, 0)",False
5934,3,0,"(0, 0, 0)",False
5934,4,7,"(0, 0, 0)",False
5934,5,3,"(0, 0, 0)",False
5935,1,7,"(0, 0, 0)",False
5935,2,6,"(0, 0, 0)",False
5935,3,3,"(0, 0, 0)",False
5935,4,7,"(0, 0, 0)",False
5935,5,7,"(0, 0, 0)",False
5936,1,6,"(0, 0, 0)",False
5936,2,0,"(0, 0, 0)",False
5936,3,4,"(0, 0, 0)",False
5937,1,1,"(0, 0, 0)",False
5937,2,7,"(0, 0, 0)",False
5938,1,1,"(0, 0, 0)",False
5938,2,6,"(0, 0, 0)",False
5939,1,6,"(0, 0, 0)",False
5939,2,3,"(0, 0, 0)",False
5940,1,5,"(0, 0, 0)",False
5940,2,2,"(0, 0, 0)",False
5940,3,6,"(0, 0, 0)",False
5941,1,0,"(0, 0, 0)",False
5941,2,0,"(0, 0, 0)",False
5941,3,7,"(0, 0, 0)",False
5942,1,5,"(0, 0, 0)",False
5942,2,1,"(0, 0, 0)",False
5943,1,7,"(0, 0, 0)",False
5943,2,6,"(0, 0, 0)",False
5943,3,0,"(0, 0, 0)",False
5944,1,6,"(0, 0, 0)",False
5944,2,3,"(0, 0, 0)",False
5944,3,3,"(0, 0, 0)",False
5945,1,0,"(0, 0, 0)",False
5945,2,2,"(0, 0, 0)",False
5946,1,2,"(0, 0, 0)",False
5946,2,6,"(0, 0, 0)",False
5946,3,1,"(0, 0, 0)",False
5946,4,4,"(0, 0, 0)",False
5946,5,7,"(0, 0, 0)",False
5947,1,5,"(0, 0, 0)",False
5947,2,0,"(0, 0, 0)",False
5947,3,5,"(0, 0, 0)",False
5948,1,0,"(0, 0, 0)",False
5948,2,1,"(0, 0, 0)",False
